term,papers,category,secondary,model,prompt_sha,created_at
overcoming existing imbalances,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788263+00:00
identifies key ai applications,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788266+00:00
understand profit meaning,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788269+00:00
pest incidence reduction,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788273+00:00
ion sieving,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788277+00:00
decarbonization in paper industry,1,environmental,material_technical|economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788281+00:00
founders motivations and identities,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788284+00:00
value metabolite synthesis,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788290+00:00
assess structural integrity,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788293+00:00
fiber identification,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788297+00:00
aid communication,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788301+00:00
scaling circular strategies,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788304+00:00
traced relation verify relation,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788308+00:00
elucidate the physiological functions of fgfs in adult animals,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788312+00:00
improve tepetate properties,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788316+00:00
sulfur recovery,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788320+00:00
sustainable value chain upgrading,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788324+00:00
glycerol carbonate synthesis,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788328+00:00
plastic collection,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788332+00:00
restore lost lithium,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788336+00:00
biofuel production heavy metal removal,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788339+00:00
pharmaceutical wastewater treatment,1,environmental,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788344+00:00
alternative biopolymer and calcium source,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788347+00:00
enhancing sharing practices,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788352+00:00
identify barriers examine interactions,1,methodological_knowledge,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788355+00:00
policy insights understand and implement transition,1,governance_institutional,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788359+00:00
carbon conversion,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788363+00:00
ease value recovery reduce detachment cost,1,economic_business,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788366+00:00
hydrolytic degradation,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788370+00:00
rubber recovery and regeneration,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788374+00:00
optimize densification process,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:46.788377+00:00
rational design and construction of advanced crystalline materials,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440765+00:00
strengthening green finance,1,economic_business,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440855+00:00
predict production peaks,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440867+00:00
appraise and synthetize research,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440874+00:00
sostenibilidad,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440883+00:00
digital media tool,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440890+00:00
ce adoption social sustainability,1,general_cross_domain,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440900+00:00
analysis of key features,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440907+00:00
efficiency and productivity,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440920+00:00
physico-mechanical parameters,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440926+00:00
diclofenac removal cod reduction waste valorization,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440945+00:00
sustainability independence,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440968+00:00
increase recycled materials,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440975+00:00
digital optimization,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440981+00:00
phosphate sorption restore eutrophic waters,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440988+00:00
circular control,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.440996+00:00
novel mechanism elucidation,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441003+00:00
enhancing qs involvement,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441014+00:00
redesign,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441021+00:00
selective production of ethane,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441041+00:00
understand opportunities and difficulties,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441052+00:00
enhancing sme sustainability,1,general_cross_domain,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441062+00:00
green additive development,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441074+00:00
theoretical framework consolidation,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441080+00:00
economic valorisation,1,economic_business,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441087+00:00
waste solution reusability zeolites production,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441092+00:00
enhance exploitation efficiency maximize potential as resources,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441099+00:00
evaluate ecotoxicity,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441108+00:00
material recovery chemicals production,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441114+00:00
identify transcription factors,1,methodological_knowledge,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441120+00:00
environmental maturity assessment,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441126+00:00
contractual regulation,1,governance_institutional,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441133+00:00
resource integration open innovation,1,economic_business,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441138+00:00
evaluate regulatory strategies,1,governance_institutional,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441150+00:00
effective economic development,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441164+00:00
optimize component utilization,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441172+00:00
ch4 production prediction,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441180+00:00
non-toxic production,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441193+00:00
sustainable reductant,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441199+00:00
resource recovery and recycling,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:49.441205+00:00
increase recycled pet grades,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785492+00:00
equality preservation,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785524+00:00
purchase decision,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785529+00:00
intensifying anaerobic digestion,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785534+00:00
problem solving proportion,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785540+00:00
food security material circulation,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785545+00:00
crm dissemination,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785551+00:00
reduce negative effect,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785555+00:00
fresh water extraction avoidance,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785560+00:00
sustainability knowledge,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785566+00:00
improvement of geothermal energy systems efficiency,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785571+00:00
sociotechnical learning,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785576+00:00
constrain sources and understand accumulation,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785581+00:00
prospecting and evaluation,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785585+00:00
controlled drug delivery systems,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785590+00:00
waste treatment and management,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785595+00:00
welding quality aspects,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785599+00:00
enhance mechanical resistance decrease waste,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785604+00:00
signal amplification,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785609+00:00
reduce ambiguity,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785613+00:00
increase of scale process sustainability,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785617+00:00
natural energy generation,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785621+00:00
ink manufacturing,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785625+00:00
diversified utilization,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785629+00:00
elucidate the biochemical and physiological roles,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785633+00:00
scale sustainable technologies,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785638+00:00
terminological apparatus formation,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785642+00:00
pollutant mineralization,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785646+00:00
extrinsic self-healing viscosity reduction,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785651+00:00
energetic viability,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785654+00:00
sustainability practices evaluation,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785659+00:00
explore viability reduce pollutants,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785663+00:00
uncovering interesting chemical reactivity,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785667+00:00
reduce reliance on petroleum,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785672+00:00
synthesis of zinc oxide nps,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785676+00:00
understand contribution identify drivers,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785680+00:00
enrich the society,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785684+00:00
fostering ecosystem,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785688+00:00
income impact analysis,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785693+00:00
address food waste marketability analysis,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:51.785698+00:00
sustainable fuel briquettes,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:54.601793+00:00
nanoparticle antimicrobial activity,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:54.601918+00:00
biomedical application,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:25:54.601946+00:00
