term,papers,category,secondary,model,prompt_sha,created_at
green lean tool,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170225+00:00
hdi index analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170236+00:00
zero-waste extraction,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170245+00:00
sociology of economics,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170254+00:00
circular economy park construction,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170263+00:00
performance indicators,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170272+00:00
plastic circulation experiment,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170280+00:00
circular chain construction,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170288+00:00
binary cycles recharge project,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170296+00:00
status analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170304+00:00
optimal control problem,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170314+00:00
efficacy coefficient method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170324+00:00
collection system,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170332+00:00
ecology method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170341+00:00
nucleation-growth mechanism,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170350+00:00
systematical elaboration,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170357+00:00
business model review,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170366+00:00
auditing innovation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170372+00:00
eco-marxism theory,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170380+00:00
benefit distribution model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170389+00:00
carrier analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170397+00:00
integrated transport network,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170406+00:00
waste disposal and regeneration use,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170414+00:00
supply principle,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170421+00:00
informational industry amalgamation,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170431+00:00
scientific and technological innovation,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170439+00:00
anthropomorphic product design,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170446+00:00
qualitative method mini literature review,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170454+00:00
review of policies,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170462+00:00
nonthermal plasma treatment,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170469+00:00
structuring system,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170475+00:00
ecological breeding model,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170483+00:00
pearce-model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:51.170492+00:00
source separation,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997155+00:00
life cycle assessment mixed-integer linear programming,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997218+00:00
reverse-loop manufacturing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997230+00:00
isa copper smelting process,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997240+00:00
inn-pressme project,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997250+00:00
allele-specific polymerase chain reaction,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997259+00:00
location principles,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997267+00:00
environment affecting assessment,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997274+00:00
price mechanism,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997284+00:00
educational projects,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997292+00:00
predictive analytics computer vision machine learning,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997302+00:00
topological knowledge,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997312+00:00
trial and error method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997320+00:00
industry ecology,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997330+00:00
conceptual business model,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997338+00:00
internet scraping,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997348+00:00
wastewater disposal,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997356+00:00
eco-innovation index,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997365+00:00
extraspectual methods,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997373+00:00
financial policy adjustment,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997380+00:00
design exercise,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997390+00:00
molecular tectonics,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997398+00:00
"quantitative, real-time, reverse-transcription pcr",1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997405+00:00
swot-ahp,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997416+00:00
economic integration,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997424+00:00
kendell correlation method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997434+00:00
mobile applications ai blockchain gamification,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997443+00:00
ecological status analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997452+00:00
management mode,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997459+00:00
ecological park construction,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997467+00:00
flexible system approach,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997474+00:00
circular economy type enterprise,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997481+00:00
green synthesis transmission electron microscopy energy-dispersive x-ray spectroscopy fourier-transform infrared spectroscopy scanning electron microscopy surface profilometry antibacterial efficacy testing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997488+00:00
cycle network,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997496+00:00
bioplastics edible films active packaging,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997503+00:00
flotation thermal treatment grinding,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997510+00:00
analytical descriptive statistical study,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997522+00:00
systems thinking consequential lca,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997529+00:00
transfer matrix,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997536+00:00
bionomics principles,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:53.997544+00:00
software commands,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411723+00:00
ecological financing,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411797+00:00
delphi-ahp,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411807+00:00
literature study semi-structured interviews,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411815+00:00
supercritical fluid extraction pyrolysis enzymatic extraction,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411834+00:00
legislation incentive,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411843+00:00
micro-organizational model analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411872+00:00
plan-do-check-act,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411881+00:00
interviews and on-site visits,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411893+00:00
pozzolanic activity xrd sem edx ct scanning,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411902+00:00
digital chain of custody,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411912+00:00
p5 standard,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411919+00:00
comprehensive framework analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411932+00:00
three steps model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411939+00:00
quantifying the world,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411950+00:00
spatial data mining,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411961+00:00
scoping reviews critical discourse analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411969+00:00
swot vrio pestel,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411980+00:00
triple-action depolymerisation system,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411987+00:00
waterborne solvent formulation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.411995+00:00
identify and analyze,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412001+00:00
pet depolymerization mof synthesis,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412014+00:00
coefficient of circular nutrient recovery,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412023+00:00
analysis results,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412033+00:00
integrated environmental policies,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412047+00:00
qualitative enquiry,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412059+00:00
frame construction,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412068+00:00
marxist ecological philosophy,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412075+00:00
gridding management,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412082+00:00
lego serious play design thinking,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412089+00:00
circular framework construction,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412097+00:00
environmental liability,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412107+00:00
material flow analysis index,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412114+00:00
sharing models,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412121+00:00
mutual learning,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412128+00:00
phosphogypsum utilization,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412133+00:00
region division,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412139+00:00
analyzing notion problems,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412144+00:00
comprehensive development model,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412148+00:00
operating modes,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:10:58.412154+00:00
deming cycle,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027032+00:00
economic-statistical method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027072+00:00
water electrolysis carbon capture,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027082+00:00
drawing lessons,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027090+00:00
design practice,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027094+00:00
budget analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027099+00:00
analogical analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027103+00:00
composting recycling waste-to-energy conversion,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027107+00:00
transfer of expertise,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027111+00:00
flow mode analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027114+00:00
mechanochemical methods,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027118+00:00
phytotoxicity bioassays,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027122+00:00
practice evaluation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027126+00:00
fesm based immunodetection,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027129+00:00
repair integration,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027133+00:00
delphi method ahp method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:11:01.027136+00:00
